time,queriespersecond_1,queriespersecond_2,queriespersecond_3,selectqueries_1,selectqueries_2,selectqueries_3,writequeries_1,writequeries_2,writequeries_3,durationqueries_1,durationqueries_2,durationqueries_3,bindpreparequeries_1,bindpreparequeries_2,bindpreparequeries_3,connectionspersecond_1,connectionspersecond_2,connectionspersecond_3,sessionspersecond_1,sessionspersecond_2,sessionspersecond_3,checkpointwritebuffers_1,checkpointfiles_1,checkpointfiles_2,checkpointfiles_3,checkpointdistance_1,checkpointdistance_2,temporarydata_1,temporaryfile_1,autovacuum_1,autovacuum_2
1354830300000,469.0,249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.742,679.474,0.0,0.0,0.0,0.0,109.0,51.0,0.0,7.0,0.0,0.0,127605.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
1354830600000,476.0,253.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.854,586.811,0.0,0.0,0.0,0.0,124.0,55.0,0.0,9.0,0.0,0.0,1735.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354830900000,445.0,266.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.763,388.03,0.0,0.0,0.0,0.0,111.0,53.0,0.0,7.0,0.0,0.0,1662.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354831200000,483.0,261.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.287,647.655,20928.754,0.0,0.0,0.0,114.0,57.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354831500000,403.0,250.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.058,619.022,0.0,0.0,0.0,0.0,91.0,53.0,0.0,7.0,0.0,0.0,51375.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1354831800000,465.0,244.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.055,513.756,0.0,0.0,0.0,0.0,103.0,53.0,0.0,7.0,0.0,0.0,2969.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354832100000,475.0,254.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.032,574.25,0.0,0.0,0.0,0.0,112.0,53.0,0.0,6.0,0.0,0.0,1965.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354832400000,394.0,256.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.056,633.382,0.0,0.0,0.0,0.0,104.0,54.0,0.0,7.0,0.0,0.0,2014.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354832700000,410.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.066,434.361,0.0,0.0,0.0,0.0,117.0,53.0,0.0,7.0,0.0,0.0,2222.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354833000000,495.0,256.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.955,447.458,0.0,0.0,0.0,0.0,114.0,53.0,0.0,10.0,0.0,0.0,1990.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354833300000,431.0,257.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.31,2078.54,0.0,0.0,0.0,0.0,96.0,53.0,0.0,8.0,0.0,0.0,3886.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1354833600000,438.0,258.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.99,727.813,0.0,0.0,0.0,0.0,121.0,54.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354833900000,477.0,254.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.024,578.54,0.0,0.0,0.0,0.0,118.0,53.0,0.0,6.0,0.0,0.0,2298.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354834200000,442.0,255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.994,721.684,795.906,0.0,0.0,0.0,111.0,53.0,0.0,8.0,0.0,0.0,1932.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354834500000,665.0,272.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.004,798.897,820.758,0.0,3.0,3.0,139.0,56.0,0.0,7.0,0.0,0.0,3904.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1354834800000,405.0,246.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.944,1083.442,0.0,0.0,0.0,0.0,101.0,54.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354835100000,413.0,236.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.026,438.944,0.0,0.0,0.0,0.0,113.0,50.0,0.0,6.0,0.0,0.0,4190.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1354835400000,432.0,249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.057,421.039,0.0,0.0,0.0,0.0,95.0,53.0,0.0,8.0,0.0,0.0,1573.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354835700000,444.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.904,537.922,800.243,0.0,0.0,0.0,115.0,53.0,0.0,6.0,0.0,0.0,1525.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354836000000,432.0,254.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.937,787.559,0.0,0.0,0.0,0.0,101.0,52.0,0.0,7.0,0.0,0.0,1740.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354836300000,415.0,249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.894,716.607,0.0,0.0,0.0,0.0,99.0,52.0,0.0,8.0,0.0,0.0,1644.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354836600000,468.0,248.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.788,400.858,0.0,0.0,0.0,0.0,114.0,51.0,0.0,7.0,0.0,0.0,1828.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354836900000,441.0,253.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.893,688.58,0.0,0.0,0.0,0.0,104.0,52.0,0.0,8.0,0.0,0.0,1679.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354837200000,441.0,259.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.889,671.961,0.0,0.0,0.0,0.0,104.0,54.0,0.0,7.0,0.0,0.0,1760.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354837500000,428.0,256.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.928,788.525,0.0,0.0,0.0,0.0,105.0,54.0,0.0,8.0,0.0,0.0,1482.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354837800000,437.0,254.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.067,560.295,0.0,0.0,0.0,0.0,113.0,55.0,0.0,9.0,0.0,0.0,1684.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354838100000,453.0,259.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.642,535.222,551.831,0.0,0.0,0.0,96.0,54.0,0.0,8.0,0.0,0.0,1856.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354838400000,744.0,267.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.061,626.935,610.237,0.0,0.0,0.0,266.0,60.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25788416.0,2.0,0.0,0.0
1354838700000,437.0,258.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.026,418.343,328.389,0.0,0.0,0.0,100.0,56.0,0.0,7.0,0.0,0.0,3786.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1354839000000,409.0,253.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.887,413.249,0.0,0.0,0.0,0.0,110.0,54.0,0.0,7.0,0.0,0.0,1656.0,0.0,0.0,5.0,0.0,0.0,103153664.0,8.0,0.0,0.0
1354839300000,470.0,260.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.91,475.15,586.652,0.0,0.0,0.0,116.0,55.0,0.0,9.0,0.0,0.0,1672.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354839600000,474.0,263.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.996,484.891,654.495,0.0,0.0,0.0,119.0,57.0,0.0,9.0,0.0,0.0,1785.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354839900000,480.0,256.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.006,1018.173,0.0,0.0,0.0,0.0,114.0,55.0,0.0,7.0,0.0,0.0,1602.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354840200000,411.0,258.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.023,605.584,0.0,0.0,0.0,0.0,126.0,56.0,0.0,7.0,0.0,0.0,1626.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354840500000,457.0,264.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.029,777.095,0.0,0.0,0.0,0.0,111.0,58.0,0.0,11.0,0.0,0.0,1602.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354840800000,544.0,263.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,28.045,2777.4,1455.336,0.0,0.0,0.0,114.0,56.0,0.0,79.0,0.0,0.0,1790.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
1354841100000,476.0,256.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,16.686,2549.545,1154.967,0.0,0.0,0.0,122.0,54.0,0.0,29.0,0.0,0.0,1703.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354841400000,426.0,268.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.4,1280.503,750.227,0.0,0.0,0.0,106.0,59.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354841700000,430.0,268.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.912,607.478,0.0,0.0,0.0,0.0,96.0,58.0,0.0,8.0,0.0,0.0,4973.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1354842000000,466.0,269.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.156,636.836,810.909,0.0,0.0,0.0,123.0,60.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354842300000,440.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.48,695.266,807.427,0.0,0.0,0.0,97.0,59.0,0.0,9.0,0.0,0.0,3662.0,0.0,0.0,10.0,0.0,0.0,12886016.0,1.0,0.0,0.0
1354842600000,412.0,268.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.451,858.982,808.905,0.0,0.0,0.0,110.0,57.0,0.0,7.0,0.0,0.0,1704.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354842900000,458.0,281.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.472,583.559,395.131,0.0,0.0,0.0,106.0,56.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354843200000,562.0,282.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.849,540.221,0.0,0.0,0.0,0.0,122.0,52.0,0.0,8.0,0.0,0.0,4006.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1354843500000,575.0,291.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.02,809.928,0.0,0.0,0.0,0.0,132.0,55.0,0.0,10.0,0.0,0.0,1716.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354843800000,474.0,280.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.74,453.331,0.0,0.0,0.0,0.0,114.0,55.0,0.0,8.0,0.0,0.0,1645.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354844100000,453.0,278.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.49,813.322,0.0,0.0,0.0,0.0,111.0,57.0,0.0,11.0,0.0,0.0,1504.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354844400000,450.0,272.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.992,650.052,0.0,0.0,0.0,0.0,103.0,57.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354844700000,457.0,269.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.456,729.817,0.0,0.0,0.0,0.0,111.0,57.0,0.0,9.0,0.0,0.0,3735.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1354845000000,445.0,262.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.415,439.115,0.0,0.0,0.0,0.0,125.0,57.0,0.0,10.0,0.0,0.0,1644.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354845300000,478.0,267.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.15,663.613,0.0,0.0,0.0,0.0,112.0,57.0,0.0,7.0,0.0,0.0,1700.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354845600000,559.0,266.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.539,825.733,0.0,0.0,0.0,0.0,141.0,54.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354845900000,501.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.666,659.162,460.044,0.0,0.0,0.0,114.0,20.0,0.0,9.0,0.0,0.0,2040.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354846200000,221.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.262,0.0,796.805,0.0,0.0,0.0,45.0,11.0,0.0,2.0,0.0,0.0,2211.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354846500000,334.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.19,411.091,804.497,0.0,0.0,0.0,52.0,13.0,0.0,4.0,0.0,0.0,2381.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354846800000,328.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.521,3355.869,802.155,0.0,0.0,0.0,66.0,14.0,0.0,3.0,0.0,0.0,3103.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354847100000,256.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.952,2050.258,797.579,0.0,0.0,0.0,56.0,13.0,0.0,3.0,0.0,0.0,5093.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354847400000,238.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.125,0.0,801.579,0.0,0.0,0.0,50.0,13.0,0.0,4.0,0.0,0.0,4332.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354847700000,284.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.891,0.0,777.223,0.0,0.0,0.0,51.0,12.0,0.0,4.0,0.0,0.0,4120.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
1354848000000,262.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.584,0.0,767.208,0.0,0.0,0.0,41.0,12.0,0.0,4.0,0.0,0.0,4187.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354848300000,254.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.658,1001.786,708.128,0.0,0.0,0.0,50.0,13.0,0.0,3.0,0.0,0.0,6260.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354848600000,286.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.501,1142.605,751.468,0.0,0.0,0.0,46.0,12.0,0.0,3.0,0.0,0.0,6405.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354848900000,268.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.697,430.831,769.49,0.0,0.0,0.0,44.0,13.0,0.0,4.0,0.0,0.0,7301.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354849200000,355.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.839,2495.634,3139.928,0.0,0.0,0.0,76.0,17.0,0.0,4.0,0.0,0.0,58866.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.0
1354849500000,377.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31,0.0,611.89,0.0,0.0,0.0,56.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354849800000,294.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.941,540.216,655.089,0.0,0.0,0.0,60.0,13.0,0.0,4.0,0.0,0.0,64850.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354850100000,214.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.678,0.0,1456.432,0.0,0.0,0.0,43.0,12.0,0.0,7.0,0.0,0.0,5815.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
1354850400000,286.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.855,929.291,501.951,0.0,0.0,0.0,43.0,12.0,0.0,3.0,0.0,0.0,67027.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0
1354850700000,262.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.936,1316.332,1686.299,0.0,0.0,0.0,52.0,12.0,0.0,8.0,0.0,0.0,87236.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
1354851000000,374.0,70.0,0.0,98.0,3.0,0.0,0.0,0.0,2.0,196.352,2040.385,1775.073,0.0,0.0,0.0,51.0,11.0,0.0,44.0,0.0,0.0,254076.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,2.0,4.0
1354851300000,332.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.744,591.858,1576.513,0.0,0.0,0.0,54.0,11.0,0.0,4.0,0.0,0.0,139587.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
1354851600000,254.0,80.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.21,664.348,1912.075,0.0,0.0,0.0,43.0,11.0,0.0,9.0,0.0,0.0,126939.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0
1354851900000,240.0,78.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,31.389,544.686,1193.352,0.0,0.0,0.0,42.0,12.0,0.0,9.0,0.0,0.0,145932.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1354852200000,215.0,79.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.451,597.478,639.215,0.0,0.0,0.0,45.0,12.0,0.0,6.0,0.0,0.0,272639.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,1.0
1354852500000,215.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.674,0.0,2900.639,0.0,0.0,0.0,49.0,12.0,0.0,3.0,0.0,0.0,115327.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
1354852800000,440.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.327,317.245,13223.841,0.0,0.0,0.0,81.0,14.0,0.0,4.0,0.0,0.0,38928.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
1354853100000,285.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.319,0.0,529.715,0.0,0.0,0.0,54.0,11.0,0.0,7.0,0.0,0.0,139057.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
1354853400000,253.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.128,1499.081,1169.656,0.0,0.0,0.0,59.0,12.0,0.0,7.0,0.0,0.0,31893.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0
1354853700000,330.0,84.0,0.0,35.0,2.0,0.0,0.0,0.0,3.0,99.741,857.102,1114.118,1.0,13.0,13.0,46.0,12.0,0.0,20.0,0.0,0.0,151834.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0
1354854000000,303.0,92.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,70.182,1046.814,3386.542,0.0,3.0,3.0,68.0,11.0,0.0,26.0,0.0,0.0,331679.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
1354854300000,240.0,88.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,18.838,503.737,1179.374,0.0,0.0,0.0,47.0,12.0,0.0,6.0,0.0,0.0,102275.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0
1354854600000,282.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.773,0.0,659.644,0.0,0.0,0.0,57.0,13.0,0.0,4.0,0.0,0.0,75391.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354854900000,267.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.989,337.518,5468.278,0.0,0.0,0.0,52.0,13.0,0.0,5.0,0.0,0.0,7013.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1354855200000,280.0,102.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,27.0,578.727,1071.089,0.0,4.0,4.0,53.0,15.0,0.0,10.0,0.0,0.0,147191.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0
1354855500000,249.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.281,651.222,626.471,0.0,0.0,0.0,54.0,15.0,0.0,3.0,0.0,0.0,124062.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
1354855800000,238.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.712,452.126,16304.073,0.0,0.0,0.0,52.0,18.0,0.0,4.0,0.0,0.0,5896.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
1354856100000,307.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.523,467.252,567.981,0.0,0.0,0.0,61.0,20.0,0.0,4.0,0.0,0.0,131641.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0
1354856400000,293.0,129.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.769,631.651,371.619,0.0,0.0,0.0,62.0,26.0,0.0,4.0,0.0,0.0,4575.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354856700000,372.0,120.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,17.355,782.291,2058.815,0.0,0.0,0.0,82.0,23.0,0.0,20.0,0.0,0.0,7005.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,2.0
1354857000000,478.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.186,687.616,538.199,0.0,0.0,0.0,140.0,27.0,0.0,51.0,0.0,0.0,149015.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0
1354857300000,282.0,138.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.723,515.901,1541.498,0.0,0.0,0.0,80.0,27.0,0.0,7.0,0.0,0.0,3880.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
1354857600000,293.0,150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.181,518.351,823.244,0.0,0.0,0.0,72.0,31.0,0.0,20.0,0.0,0.0,148754.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
1354857900000,331.0,148.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.491,520.169,887.245,0.0,0.0,0.0,93.0,32.0,0.0,7.0,0.0,0.0,5176.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0
1354858200000,354.0,146.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.257,461.12,2474.098,0.0,0.0,0.0,91.0,31.0,0.0,32.0,0.0,0.0,156023.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
1354858500000,430.0,148.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,32.438,527.483,1231.506,0.0,0.0,0.0,97.0,31.0,0.0,23.0,0.0,0.0,148871.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0
1354858800000,349.0,157.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,22.946,554.028,797.452,0.0,0.0,0.0,93.0,32.0,0.0,18.0,0.0,0.0,142298.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0
1354859100000,310.0,155.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.024,744.488,1658.293,0.0,0.0,0.0,72.0,33.0,0.0,9.0,0.0,0.0,132694.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
1354859400000,414.0,162.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,39.536,976.037,1842.828,0.0,0.0,0.0,84.0,34.0,0.0,39.0,0.0,0.0,148972.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
1354859700000,455.0,170.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.949,556.098,542.416,0.0,0.0,0.0,95.0,34.0,0.0,9.0,0.0,0.0,171882.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
1354860000000,441.0,175.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,20.937,543.069,871.955,0.0,1.0,1.0,99.0,37.0,0.0,17.0,0.0,0.0,147925.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0
1354860300000,333.0,165.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.718,587.359,2342.852,0.0,0.0,0.0,79.0,35.0,0.0,9.0,0.0,0.0,132565.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1354860600000,345.0,162.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.593,539.457,714.162,0.0,0.0,0.0,95.0,35.0,0.0,6.0,0.0,0.0,4087.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354860900000,318.0,166.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.904,440.835,4307.719,0.0,0.0,0.0,77.0,35.0,0.0,5.0,0.0,0.0,30710.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0
1354861200000,386.0,177.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.921,655.107,686.771,0.0,0.0,0.0,106.0,36.0,0.0,7.0,0.0,0.0,109040.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
